id,inputSetence1,inputSetence2,inputSetence3,inputSetence4,randomFifthSentence1,randomFifthSentence2,answerRightEnd
59,"MR. SMITH: I'll tell you one: ""The Snake and the Fox."" Once upon a time, a snake came up to a fox and said: ""Itseems to me that I know you!"" The fox replied to him: ""Me too."" ""Then,"" said the snake, ""give me some money."" ""Afox doesn't give money,"" replied the tricky animal, who, in order to escape, jumped down into a deep ravine full ofstrawberries and chicken honey. But the snake was there waiting for him with a Mephistophelean laugh. The fox pulledout his knife, shouting: ""I'm going to teach you how to live!"" Then he took to flight, turning his back. But he had noluck. The snake was quicker. With a well-chosen blow of his fist, he struck the fox in the middle of his forehead, whichbroke into a thousand pieces, while he cried: ""No! No! Four times no! I'm not your daughter.”*",MRS. MARTIN: It's interesting.,MRS. SMITH: It's not bad.,MR. MARTIN [shaking Mr. Smith's hand]: My congratulations.,"FIRE CHIEF: I'll tell you another: ""The Cock."" Once upon a time, a cock wished to play the dog. But he had no luckbecause everyone recognized him right away.","FIRE CHIEF [Jealous]: Not so good. And anyway, I've heard it before.",2
60,MRS. SMITH: But it wasn't even true.,"MRS. MARTIN: Yes, unfortunately.","MR. MARTIN [to Mrs. Smith]: It's your turn, dear lady.","MRS. SMITH: I only know one. I'm going to tell it to you. It's called ""The Bouquet.""",MR. SMITH: My wife has always been romantic.,"MRS. SMITH: Incasker, you incask us.",1
61,"MRS. SMITH: Here it is: Once upon a time, a fiance gave a bouquet of flowers to his fiancee, who said, ""Thanks""; butbefore she had said, ""Thanks,"" he, without saying a single word, took back the flowers he had given her in order toteach her a good lesson, and he said, ""I take them back."" He said “Goodbye”, and took them back and went off in alldirections*This story was deleted in Nicolas Bataille's production. Mr. Smith went through the gestures only, without making a sound.**These two speeches were repeated three times in the original production.","MR. MARTIN: Oh, charming! [He either kisses or does not kiss Mrs. Smith.]","MRS. MARTIN: You have a wife, Mr. Smith, of whom all the world is jealous.","MR. SMITH: It's true. My wife is intelligence personified. She's even more intelligent than I. In any case, she is muchmore feminine, everyone says so.","MR. SMITH: Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday.*","MRS. SMITH [to the Fire Chief]: Let's have another, Mr. Fire Chief...",2
62,"MR. MARTIN: Tell us one, anyway.",FIRE CHIEF: I'm too tired.,MR. SMITH: Please do us a favor.,MR. MARTIN: I beg you.,FIRE CHIEF: It's not the same one.,FIRE CHIEF: No.,2
63,"MRS. SMITH [falls on her knees sobbing, or else she does not do this]: I implore you!",FIRE CHIEF: Righto.,MR. SMITH [in Mrs. Martin's ear]: He agrees! He's going to bore us again.,MRS. MARTIN: Shh.,MRS. SMITH: No luck. I was too polite.,"MRS. SMITH: Oh, these men who always think they're right and who're always wrong![The doorbell rings again.]",1
0,"""INTRO""","MARK
We begin on Christmas Eve with me, Mark, and my roommate, Roger. We
live in an industrial loft on the corner of 11th street and Avenue B, the top
floor of what was once a music publishing factory. Old rock 'n' roll posters
hang on the walls. They have Roger's picture advertising gigs at CBGB's and
the Pyramid Club. We have an illegal wood burning stove; its exhaust pipe
crawls up to a skylight. All of our electrical appliances are plugged into one
thick extension cord which snakes its way out a window. Outside, a small tent
city has sprung up in the lot next to our building. Inside, we are freezing
because we have no heat.",(He turns the camera to ROGER),Smile!,"MARK & JOANNE
That bench","""TUNE UP #1""",2
1,"MARK
December 24th, Nine PM
Eastern Standard Time
From here on in
I shoot without a script
See if anything comes of it
Instead of my old shit
First shot -- Roger
Tuning the Fender guitar
He hasn't played in a year","ROGER
This won't tune","MARK
So we hear
He's just coming back
From half a year of withdrawal","ROGER
Are you talking to me?","MARK
He found his song
If he could just find Mimi","MARK
Not at all
Are you ready? Hold that focus -- steady
Tell the folks at home what you're doing Roger ...",2
2,"ROGER
I'm writing one great song --","MARK
The phone rings.","ROGER
Saved!","MARK
We screen
Zoom in on the answering machine!","(An actor places a telephone on a chair and we see MARK'S MOM in a
special light.)","MAUREEN
Collins will call for a doctor, honey",1
3,"""VOICE MAIL #1""","ROGER & MARK'S OUTGOING MESSAGE
""Speak"" ... (""Beeeep!"")","MOM
That was a very loud beep
I don't even know if this is working
Mark -- Mark -- are you there
Are you screening your calls --
It's mom
We wanted to call and say we love you
And we'll miss you tomorrow
Cindy and the kids are here -- send their love
Oh, I hope you like the hot plate
Just don't leave it on, dear
When you leave the house
Oh, and Mark
We're sorry to hear that Maureen dumped you
I say c'est la vie
So let her be a lesbian...
There are other fishies in the sea
... Love Mom!",(Lights fade on MOM and answering machine.) ,"ROGER
Mark, this is Mimi ","""TUNE UP #2""",2
4,"MARK
Tell the folks at home what you're doing Roger","ROGER
I'm writing one great song","MARK
The phone rings","ROGER
Yesss!","MARK
We screen","MARK
Friendship is thicker than blood",1
5,"ROGER & MARK'S ANSWERING MACHINE
""Speak"" ... (""Beeeep!"")","(Lights fade up on the street: the front-door area of MARK and ROGER's
building. Nearby is a battered public pay phone. TOM COLLINS stands
at the phone.)","COLLINS
""Chestnuts roasting -""","ROGER & MARK
(as MARK picks up the phone)
Collins!","COLLINS
I'm downstairs","MIMI
A leap of moooooooooooo",1
6,"MARK
Hey!","COLLINS
Roger picked up the phone?","MARK
No, it's me","COLLINS
Throw down the key","(MARK pulls out a small leather pouch and drops it off the apron
downstage center as if from a window; a weighted leather pouch plops
down from ""upstairs."" COLLINS catches it.)","OTHERS
La vie boheme
La vie boheme
La vie boheme",1
7,"MARK
A wild night is now pre-ordained","(Two THUGS appear from above, with clubs. They are obviously close to
attacking COLLINS, who says back into the phone...)","COLLINS
I may be detained","(THUGS mime beating and kicking COLLINS, who falls to the ground as
lights on him fade)","COLLINS
(Hands BENNY a glass of champagne)
Champagne?","MARK
What does he mean...?
(Phone rings again)
What do you mean ""detained""?",2
8,"(Lights come up on BENNY, who's on a cellular phone.)","BENNY
Ho ho ho","MARK & ROGER
Benny! Shit","BENNY
Dudes, I'm on my way","WOMEN
Without you
The hand gropes
The ear hears
The pulse beats
Life goes on
But I'm gone
'Cause I die
Without you
I die without you
I die without you
I die without you","MARK & ROGER
Great! Fuck",2
9,"BENNY
I need the rent","MARK
What rent?","BENNY
This past year's rent which I let slide","MARK
Let slide? You said we were 'golden'","(The door falls away, revealing MARK, JOANNE, and MAUREEN)","ROGER
When you bought the building",2
10,"MARK
When we were roommates","ROGER
Remember - you lived here!?","BENNY
How could I forget?
You, me, Collins and Maureen
How is the drama queen?","MARK
She's performing tonight","BENNY
I know
Still her production manager?","MIMI
I've got baggage too",1
11,"MARK
Two days ago I was bumped","BENNY
You still dating her?","MARK
Last month I was dumped","ROGER
She's in love","BENNY
She's got a new man?","MARK
Not at all
Are you ready? Hold that focus -- steady
Tell the folks at home what you're doing Roger ...",1
12,"MARK
Well -- no","BENNY
What's his name?","BOTH
Joanne","BENNY
Rent, my amigos, is due
Or I will have to evict you
Be there in a few","MAUREEN 
Only thing to do
Only thing to do is jump
Only thing to do is jump over the moon
Only thing to do is jump over the moon
Over the moon over the
Moooooooo
Moooooooo
Moooooooo
Moooooooo
Moo with me","(ROGER defiantly picks out Musetta's theme from Puccini's La Boheme
on the electric guitar. The fuse blows on the amp)",2
13,"MARK
The power blows ","""RENT""","(The COMPANY bursts into a flurry of movemen. Then everyone except
MARK and ROGER freezes in a group upstage)","MARK
How do you document real life
When real life is getting more
Like fiction each day
Headlines -- bread-lines
Blow my mind
And now this deadline
""Eviction -- or pay""
Rent!","GROUP #1
Will I lose my dignity
Will someone care
Will I wake tomorrow
From this nightmare?","ROGER
How do you write a song
When the chords sound wrong
Though they once sounded right and rare
When the notes are sour
Where is the power
You once had to ignite the air",2
14,"MARK
And we're hungry and frozen","ROGER
Some life that we've chosen","TOGETHER
How we gonna pay
How we gonna pay
How we gonna pay
Last year's rent","MARK
We light candles","ROGER
How do you start a fire
When there's nothing to burn
And it feels like something's stuck in your flue","BOTH
Without you",1
15,"MARK
How can you generate heat
When you can't feel your feet","BOTH
And they're turning blue!","MARK
You light up a mean blaze",(ROGER grabs one of his own posters),You heard?,"ROGER
With posters-",2
16,(MARK grabs old manuscripts),"MARK
And screenplays","ROGER & MARK
How we gonna pay
How we gonna pay
How we gonna pay
Last year's rent","(Lights go down on the loft and go up on JOANNE JEFFERSON, who's
at the pay phone)","JOANNE
(On phone)
Don't screen, Maureen
It's me -- Joanne
Your substitute production manager
Hey hey hey! (Did you eat?)
Don't change the subject Maureen
But darling -- you haven't eaten all day
You won't throw up
You won't throw up
The digital delay ---
Didn't blow up (exactly)
There may have been one teeny tiny spark
You're not calling Mark","MIMI
No -- with my father",1
17,"COLLINS
How do you stay on your feet
When on every street
It's 'trick or treat'
(And tonight it's 'trick')
'Welcome back to town'
Oh, I should lie down
Everything's brown
And uh -- oh
I feel sick","MARK
(At the window)
Where is he?","COLLINS
Getting dizzy",(He collapses.),"JOANNE
With the French Ambassador's daughter in her dorm room at Miss Porter's
And you?","MARK & ROGER
How we gonna pay
How we gonna pay
How we gonna pay
Last year's rent",2
18,(MARK and ROGER stoke the fire. Crosscut to BENNY's Range Rover),"BENNY
(On cellular phone)
Alison baby -- you sound sad
I don't believe those two after everything I've done
Ever since our wedding I'm dirt -- They'll see
I can help them all out in the long run","(Three locales: JOANNE at the pay phone, MARK and ROGER in their
loft, and COLLINS on the ground. The following is sung simultaneously)","BENNY
Forces are gathering
Forces are gathering
Can't turn away
Forces are gathering","MARK & BENNY
Come on guys chill","COLLINS
Ughhhhh--
Ughhhhh--
Ughhhhh-- I can't think
Ughhhhh--
Ughhhhh--
Ughhhhh-- I need a drink",2
